,index,g_id,g_name,drpo_ConfiguredRPO,drpol_CurrentRPO,drpol_Deviation,CPU-Usage (%),Memory-Usage (%),Network-Usage Rate (KBps),Disk-Read IOPS,Disk-Read Latency (ms),Disk-Total IOPS,Disk-Total Latency (ms),Disk-Total Throughput (KBps),Disk-Write IOPS,Disk-Write Latency (ms),Disk-Read Throughput (KBps),Disk-Write Throughput (KBps)
27,2020-12-23 14:40:00,177,RG_apprdotmOLTPdb,7200,21,0,17.0440006256103,63.189998626709,5789.86669921875,2388.80004882812,0.469243496656418,3012.46655273437,0.484896093606949,48357.265625,623.666687011719,1.17207765579224,45478.19921875,2890.66674804687
28,2020-12-23 14:50:00,177,RG_apprdotmOLTPdb,7200,359,0,13.4779996871948,62.8566665649414,5792.2001953125,2388.06665039063,0.441264420747757,3138.39990234375,0.504394292831421,49938.93359375,750.333312988281,0.543536007404327,46310.3984375,3639.2666015625
29,2020-12-23 15:00:00,177,RG_apprdotmOLTPdb,7200,948,0,12.2533330917358,62.3899993896484,8671.7333984375,1430.80004882813,0.843232989311218,1891.93334960938,0.773092806339264,35513.53515625,461.133331298828,0.568198621273041,33337.8671875,2186.86669921875
30,2020-12-23 15:10:00,177,RG_apprdotmOLTPdb,7200,1573,0,16.5279998779297,73.6566696166992,3787.19995117187,3064.46655273437,0.549237489700317,3559.39990234375,0.573026657104492,62941.33203125,494.933319091797,0.776254653930664,60639.3984375,2312.80004882812
31,2020-12-23 15:20:00,177,RG_apprdotmOLTPdb,7200,1573,0,19.8746662139893,77.7233352661133,5684.13330078125,2873.7333984375,0.640107333660126,3458.60009765625,0.648705661296845,109953.53125,584.866638183594,2.46826171875,107254.734375,2710.13330078125
32,2020-12-23 15:30:00,177,RG_apprdotmOLTPdb,7200,21,0,13.4733333587646,76.7900009155273,5229.33349609375,1774.06665039063,0.492761135101318,2255.80004882812,0.465228408575058,37317.80078125,481.733337402344,0.645354568958283,35114.93359375,2213.80004882812
33,2020-12-23 15:40:00,177,RG_apprdotmOLTPdb,7200,21,0,13.9553337097168,72.2573318481445,6078.2666015625,3329.60009765625,0.629136621952057,4178.60009765625,0.656722903251648,141702.671875,849,0.707836925983429,137867.9375,3845.7333984375
34,2020-12-23 15:50:00,177,RG_apprdotmOLTPdb,7200,266,0,14.9233331680298,71.6566696166992,5224.66650390625,3900.46655273437,0.653941094875336,4834.86669921875,0.693766117095947,195256.859375,934.400024414062,0.762152373790741,191171.203125,4096.466796875
35,2020-12-23 16:00:00,177,RG_apprdotmOLTPdb,7200,266,0,23.0139999389648,75.5899963378906,4126.06689453125,2212.39990234375,0.747829377651215,2663.2666015625,0.748626172542572,71069.6015625,450.866668701172,1.31881952285767,68952.9296875,2128.39990234375
36,2020-12-23 16:10:00,177,RG_apprdotmOLTPdb,7200,19,0,22.4553337097168,83.1233367919922,6985.466796875,2805.2666015625,0.718369424343109,3687.80004882812,0.766656398773193,125724.6640625,882.533325195313,0.880003035068512,120180,5556.60009765625
37,2020-12-23 16:20:00,177,RG_apprdotmOLTPdb,7200,1,0,16.7653331756592,69.1920013427734,8540.400390625,1793.40002441406,0.400446087121964,2438.39990234375,0.484530836343765,36795.06640625,645,0.694540858268738,33624.8671875,3181.53344726562
38,2020-12-23 16:30:00,177,RG_apprdotmOLTPdb,7200,1,0,16.0633335113525,62.5900001525879,9971.7998046875,4541.7333984375,0.40008807182312,5005.39990234375,0.437708616256714,167826.46875,463.666656494141,0.698051333427429,165534.53125,2303.66674804687
39,2020-12-23 16:40:00,177,RG_apprdotmOLTPdb,7200,21,0,17.253999710083,76.8586654663086,6409.93310546875,4403.13330078125,0.768608212471008,6075.60009765625,0.882684826850891,164466.140625,1672.46667480469,0.398871898651123,155421.46875,9056.533203125
40,2020-12-23 16:50:00,177,RG_apprdotmOLTPdb,7200,21,0,17.0826663970947,68.2566680908203,7436.7998046875,2798.2666015625,0.418748110532761,3392.66674804687,0.42541167140007,118350.6640625,594.400024414063,0.592742562294006,115567.203125,2794
41,2020-12-23 17:00:00,177,RG_apprdotmOLTPdb,7200,0,0,16.2913341522217,70.3233337402344,4425.66650390625,3337.13330078125,0.342268466949463,3880.46655273437,0.35863384604454,98193.3359375,543.333312988281,0.737882137298584,95720.203125,2484.60009765625
42,2020-12-23 17:10:00,177,RG_apprdotmOLTPdb,7200,1,0,15.4580001831055,66.1233367919922,3555.7333984375,3167.66674804688,0.407051801681519,3752.46655273437,0.435198187828064,74509.265625,584.799987792969,1.1302592754364,71800.3359375,2719.86669921875
